STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HLY-CLDH-NORMAL,Completeness Flag,HLY-HTDH-NORMAL,Completeness Flag,HLY-PRES-10PCTL,Completeness Flag,HLY-PRES-90PCTL,Completeness Flag,HLY-PRES-NORMAL,Completeness Flag,HLY-CLOD-PCTBKN,Completeness Flag,HLY-CLOD-PCTCLR,Completeness Flag,HLY-CLOD-PCTFEW,Completeness Flag,HLY-CLOD-PCTOVC,Completeness Flag,HLY-CLOD-PCTSCT,Completeness Flag,HLY-DEWP-10PCTL,Completeness Flag,HLY-DEWP-90PCTL,Completeness Flag,HLY-DEWP-NORMAL,Completeness Flag,HLY-HIDX-NORMAL,Completeness Flag,HLY-TEMP-10PCTL,Completeness Flag,HLY-TEMP-90PCTL,Completeness Flag,HLY-TEMP-NORMAL,Completeness Flag,HLY-WCHL-NORMAL,Completeness Flag,HLY-WIND-AVGSPD,Completeness Flag,HLY-WIND-VCTDIR,Completeness Flag,HLY-WIND-VCTSPD,Completeness Flag,HLY-WIND-PCTCLM,Completeness Flag,HLY-WIND-1STDIR,Completeness Flag,HLY-WIND-1STPCT,Completeness Flag,HLY-WIND-2NDDIR,Completeness Flag,HLY-WIND-2NDPCT,Completeness Flag
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 14:00,19,C,108,C,10046,C,10242,C,10148,C,257,C,101,C,94,C,438,C,110,C,219,C,518,C,369,C,562,C,410,C,734,C,562,C,540,C,138,C,40,C,8,C,2,C,2,C,271,C,7,C,129,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 15:00,20,C,108,C,10049,C,10237,C,10145,C,259,C,94,C,96,C,436,C,115,C,219,C,518,C,369,C,562,C,410,C,734,C,561,C,538,C,138,C,23,C,7,C,9,C,2,C,280,C,7,C,140,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 16:00,19,C,113,C,10054,C,10234,C,10145,C,246,C,92,C,97,C,444,C,122,C,219,C,518,C,366,C,556,C,410,C,730,C,556,C,532,C,137,C,35,C,13,C,5,C,2,C,290,C,3,C,135,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 17:00,16,C,122,C,10055,C,10235,C,10146,C,229,C,99,C,127,C,457,C,88,C,219,C,518,C,362,C,544,C,399,C,720,C,544,C,517,C,131,C,43,C,17,C,0,C,2,C,307,C,3,C,150,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 18:00,13,C,136,C,10057,C,10236,C,10146,C,188,C,128,C,82,C,469,C,133,C,219,C,511,C,360,C,527,C,399,C,691,C,527,C,495,C,124,C,55,C,21,C,2,C,2,C,288,C,3,C,174,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 19:00,9,C,153,C,10057,C,10236,C,10147,C,190,C,118,C,125,C,463,C,104,C,219,C,511,C,359,C,505,C,379,C,680,C,505,C,471,C,110,C,67,C,21,C,11,C,2,C,276,C,3,C,148,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 20:00,6,C,165,C,10056,C,10236,C,10151,C,166,C,184,C,101,C,467,C,83,C,219,C,500,C,360,C,491,C,370,C,649,C,491,C,456,C,106,C,64,C,20,C,18,C,2,C,257,C,5,C,143,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 21:00,5,C,176,C,10058,C,10241,C,10153,C,174,C,220,C,83,C,429,C,94,C,241,C,511,C,361,C,479,C,360,C,640,C,479,C,443,C,101,C,77,C,17,C,25,C,2,C,220,C,5,C,166,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 22:00,4,C,183,C,10059,C,10237,C,10152,C,161,C,228,C,108,C,421,C,83,C,241,C,518,C,362,C,471,C,356,C,626,C,471,C,435,C,96,C,100,C,8,C,41,C,2,C,206,C,5,C,156,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100416 23:00,3,C,190,C,10060,C,10238,C,10151,C,172,C,239,C,110,C,414,C,64,C,241,C,511,C,364,C,463,C,351,C,610,C,463,C,427,C,93,C,82,C,6,C,70,C,2,C,178,C,5,C,153,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 00:00,2,C,196,C,10060,C,10236,C,10151,C,139,C,281,C,80,C,429,C,71,C,250,C,520,C,364,C,457,C,340,C,610,C,457,C,419,C,92,C,131,C,5,C,66,C,2,C,176,C,5,C,139,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 01:00,2,C,202,C,10053,C,10234,C,10149,C,178,C,257,C,86,C,403,C,76,C,248,C,511,C,364,C,450,C,340,C,610,C,450,C,413,C,88,C,263,C,2,C,86,C,6,C,154,C,2,C,149,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 02:00,1,C,207,C,10046,C,10236,C,10146,C,187,C,270,C,78,C,396,C,69,C,241,C,511,C,364,C,445,C,331,C,590,C,445,C,407,C,89,C,319,C,2,C,87,C,2,C,153,C,5,C,144,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 03:00,1,C,211,C,10047,C,10236,C,10147,C,164,C,256,C,85,C,419,C,76,C,250,C,518,C,364,C,440,C,331,C,590,C,440,C,400,C,90,C,9,C,5,C,80,C,1,C,155,C,2,C,147,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 04:00,1,C,217,C,10046,C,10238,C,10148,C,180,C,242,C,99,C,419,C,60,C,248,C,500,C,362,C,434,C,320,C,570,C,434,C,392,C,92,C,18,C,8,C,73,C,2,C,163,C,1,C,161,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 05:00,1,C,221,C,10047,C,10242,C,10150,C,186,C,179,C,115,C,423,C,97,C,241,C,500,C,361,C,430,C,320,C,559,C,430,C,387,C,91,C,3,C,7,C,68,C,2,C,168,C,1,C,149,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 06:00,1,C,216,C,10054,C,10250,C,10155,C,208,C,189,C,85,C,416,C,102,C,250,C,500,C,364,C,434,C,331,C,570,C,434,C,391,C,94,C,25,C,6,C,62,C,2,C,154,C,6,C,144,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 07:00,1,C,190,C,10056,C,10257,C,10158,C,207,C,182,C,106,C,421,C,85,C,261,C,500,C,370,C,461,C,360,C,590,C,461,C,418,C,105,C,22,C,6,C,34,C,1,C,153,C,2,C,150,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 08:00,3,C,165,C,10060,C,10257,C,10158,C,189,C,189,C,99,C,411,C,111,C,250,C,518,C,371,C,487,C,379,C,621,C,487,C,450,C,117,C,351,C,5,C,21,C,2,C,185,C,6,C,155,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 09:00,5,C,143,C,10059,C,10257,C,10158,C,188,C,169,C,139,C,418,C,86,C,241,C,520,C,371,C,512,C,390,C,649,C,512,C,478,C,124,C,322,C,6,C,9,C,2,C,183,C,6,C,175,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 10:00,9,C,128,C,10057,C,10258,C,10159,C,230,C,165,C,121,C,415,C,70,C,230,C,520,C,371,C,530,C,399,C,680,C,530,C,501,C,131,C,314,C,3,C,9,C,2,C,181,C,6,C,168,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 11:00,13,C,117,C,10053,C,10255,C,10156,C,211,C,142,C,121,C,434,C,93,C,230,C,531,C,373,C,547,C,410,C,711,C,547,C,521,C,131,C,309,C,4,C,14,C,2,C,198,C,6,C,160,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 12:00,17,C,108,C,10049,C,10249,C,10153,C,252,C,130,C,113,C,417,C,88,C,230,C,531,C,376,C,560,C,421,C,720,C,559,C,536,C,134,C,291,C,7,C,14,C,2,C,216,C,6,C,152,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 13:00,20,C,104,C,10045,C,10244,C,10150,C,266,C,111,C,109,C,417,C,97,C,230,C,531,C,376,C,567,C,421,C,734,C,567,C,546,C,137,C,44,C,3,C,11,C,2,C,226,C,6,C,148,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 14:00,22,C,101,C,10046,C,10241,C,10146,C,257,C,101,C,99,C,437,C,106,C,219,C,531,C,374,C,570,C,421,C,739,C,570,C,550,C,140,C,68,C,6,C,2,C,2,C,262,C,5,C,126,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 15:00,22,C,103,C,10047,C,10237,C,10142,C,251,C,94,C,92,C,439,C,124,C,230,C,520,C,374,C,569,C,421,C,750,C,569,C,548,C,140,C,37,C,3,C,0,C,2,C,278,C,6,C,158,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 16:00,21,C,108,C,10052,C,10234,C,10142,C,237,C,92,C,101,C,447,C,122,C,219,C,531,C,372,C,563,C,410,C,739,C,563,C,541,C,139,C,42,C,10,C,2,C,2,C,286,C,3,C,135,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 17:00,18,C,116,C,10053,C,10234,C,10143,C,219,C,99,C,127,C,457,C,97,C,230,C,520,C,368,C,552,C,410,C,720,C,552,C,527,C,133,C,45,C,14,C,0,C,2,C,310,C,3,C,143,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 18:00,14,C,130,C,10055,C,10233,C,10143,C,185,C,128,C,87,C,467,C,134,C,219,C,520,C,366,C,534,C,399,C,700,C,534,C,504,C,126,C,52,C,18,C,2,C,2,C,296,C,3,C,153,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 19:00,10,C,147,C,10054,C,10236,C,10144,C,190,C,125,C,123,C,461,C,102,C,219,C,518,C,365,C,513,C,390,C,680,C,513,C,480,C,112,C,66,C,19,C,9,C,2,C,280,C,3,C,136,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 20:00,7,C,159,C,10055,C,10235,C,10148,C,161,C,189,C,94,C,464,C,92,C,219,C,518,C,365,C,498,C,379,C,660,C,498,C,464,C,106,C,65,C,18,C,18,C,2,C,258,C,5,C,149,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 21:00,6,C,169,C,10054,C,10239,C,10150,C,172,C,222,C,87,C,427,C,92,C,230,C,518,C,366,C,487,C,370,C,644,C,487,C,452,C,102,C,80,C,15,C,27,C,2,C,223,C,5,C,176,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 22:00,5,C,176,C,10056,C,10235,C,10149,C,152,C,230,C,110,C,423,C,85,C,241,C,520,C,367,C,478,C,360,C,630,C,478,C,444,C,97,C,112,C,8,C,39,C,2,C,203,C,5,C,161,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100417 23:00,4,C,183,C,10057,C,10234,C,10148,C,170,C,241,C,115,C,405,C,69,C,248,C,531,C,370,C,470,C,351,C,626,C,470,C,436,C,95,C,90,C,4,C,59,C,2,C,174,C,5,C,164,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 00:00,3,C,189,C,10055,C,10235,C,10147,C,145,C,284,C,82,C,420,C,68,C,250,C,520,C,370,C,463,C,351,C,621,C,463,C,427,C,94,C,151,C,4,C,57,C,2,C,181,C,5,C,145,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 01:00,2,C,195,C,10050,C,10233,C,10145,C,174,C,255,C,93,C,405,C,74,C,250,C,520,C,371,C,457,C,340,C,621,C,457,C,421,C,90,C,246,C,3,C,74,C,6,C,164,C,1,C,148,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 02:00,2,C,200,C,10042,C,10234,C,10143,C,177,C,270,C,90,C,399,C,65,C,250,C,531,C,370,C,452,C,340,C,610,C,452,C,414,C,91,C,289,C,3,C,78,C,2,C,154,C,5,C,152,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 03:00,1,C,205,C,10046,C,10235,C,10143,C,171,C,253,C,81,C,415,C,81,C,250,C,520,C,371,C,447,C,338,C,601,C,447,C,408,C,91,C,352,C,4,C,73,C,1,C,159,C,2,C,153,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 04:00,1,C,210,C,10044,C,10237,C,10144,C,184,C,244,C,101,C,410,C,60,C,250,C,518,C,368,C,441,C,331,C,590,C,441,C,400,C,91,C,4,C,6,C,66,C,1,C,163,C,2,C,163,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 05:00,1,C,214,C,10045,C,10242,C,10147,C,191,C,172,C,124,C,411,C,101,C,250,C,511,C,367,C,437,C,331,C,590,C,437,C,395,C,91,C,338,C,5,C,59,C,2,C,172,C,6,C,160,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 06:00,1,C,209,C,10049,C,10250,C,10151,C,205,C,189,C,90,C,419,C,97,C,250,C,511,C,371,C,441,C,331,C,579,C,441,C,400,C,94,C,355,C,3,C,53,C,6,C,157,C,2,C,152,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 07:00,1,C,183,C,10050,C,10254,C,10154,C,207,C,184,C,108,C,419,C,81,C,261,C,518,C,377,C,468,C,370,C,601,C,468,C,428,C,105,C,348,C,4,C,27,C,6,C,150,C,2,C,150,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 08:00,3,C,158,C,10055,C,10256,C,10155,C,188,C,183,C,109,C,412,C,109,C,261,C,520,C,377,C,495,C,379,C,626,C,495,C,459,C,117,C,307,C,5,C,18,C,2,C,187,C,6,C,162,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 09:00,6,C,137,C,10058,C,10256,C,10155,C,200,C,163,C,147,C,407,C,84,C,250,C,531,C,378,C,519,C,390,C,660,C,519,C,488,C,124,C,299,C,7,C,9,C,2,C,190,C,6,C,177,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 10:00,10,C,122,C,10053,C,10255,C,10156,C,229,C,157,C,125,C,417,C,72,C,241,C,536,C,378,C,538,C,399,C,680,C,538,C,511,C,131,C,294,C,5,C,9,C,2,C,197,C,6,C,171,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 11:00,14,C,111,C,10046,C,10254,C,10153,C,213,C,139,C,116,C,438,C,95,C,241,C,540,C,379,C,554,C,410,C,711,C,554,C,530,C,131,C,284,C,6,C,14,C,2,C,205,C,6,C,169,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 12:00,18,C,102,C,10043,C,10247,C,10150,C,266,C,122,C,111,C,411,C,90,C,241,C,550,C,382,C,567,C,421,C,730,C,567,C,545,C,134,C,276,C,9,C,12,C,2,C,226,C,6,C,154,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 13:00,22,C,98,C,10040,C,10244,C,10147,C,268,C,111,C,104,C,418,C,99,C,241,C,540,C,382,C,574,C,430,C,739,C,574,C,555,C,137,C,2,C,1,C,9,C,2,C,233,C,6,C,148,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 14:00,23,C,96,C,10042,C,10238,C,10144,C,267,C,97,C,101,C,437,C,99,C,230,C,531,C,380,C,577,C,428,C,750,C,577,C,558,C,140,C,78,C,3,C,2,C,2,C,267,C,5,C,134,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 15:00,23,C,98,C,10044,C,10234,C,10140,C,253,C,90,C,94,C,439,C,124,C,230,C,531,C,380,C,575,C,421,C,750,C,575,C,555,C,139,C,313,C,0,C,0,C,2,C,283,C,6,C,173,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 16:00,22,C,103,C,10046,C,10233,C,10139,C,228,C,90,C,106,C,447,C,129,C,230,C,536,C,377,C,569,C,421,C,750,C,569,C,548,C,138,C,46,C,7,C,2,C,2,C,290,C,6,C,140,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 17:00,19,C,112,C,10046,C,10232,C,10140,C,210,C,99,C,129,C,455,C,106,C,241,C,531,C,373,C,558,C,410,C,734,C,557,C,534,C,133,C,51,C,12,C,0,C,2,C,316,C,3,C,137,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 18:00,15,C,125,C,10051,C,10230,C,10141,C,184,C,127,C,91,C,464,C,134,C,230,C,520,C,369,C,540,C,399,C,700,C,539,C,512,C,125,C,55,C,16,C,2,C,2,C,303,C,3,C,141,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 19:00,10,C,142,C,10051,C,10230,C,10142,C,181,C,125,C,125,C,463,C,106,C,219,C,520,C,368,C,518,C,390,C,680,C,518,C,487,C,112,C,70,C,18,C,7,C,2,C,286,C,3,C,132,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 20:00,7,C,154,C,10053,C,10232,C,10146,C,163,C,189,C,94,C,460,C,94,C,230,C,520,C,369,C,503,C,379,C,662,C,503,C,471,C,106,C,68,C,17,C,16,C,2,C,250,C,5,C,147,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 21:00,6,C,164,C,10054,C,10235,C,10148,C,177,C,222,C,83,C,422,C,96,C,241,C,520,C,370,C,491,C,379,C,644,C,491,C,458,C,101,C,83,C,13,C,25,C,2,C,216,C,5,C,172,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 22:00,5,C,172,C,10053,C,10234,C,10147,C,149,C,230,C,110,C,416,C,94,C,241,C,520,C,371,C,483,C,370,C,630,C,483,C,450,C,96,C,114,C,7,C,39,C,2,C,201,C,5,C,163,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100418 23:00,4,C,179,C,10052,C,10234,C,10146,C,170,C,241,C,117,C,402,C,69,C,250,C,531,C,373,C,475,C,360,C,626,C,475,C,441,C,94,C,107,C,3,C,62,C,5,C,169,C,2,C,167,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 00:00,3,C,186,C,10054,C,10234,C,10145,C,143,C,283,C,79,C,426,C,68,C,250,C,520,C,373,C,467,C,351,C,621,C,467,C,432,C,93,C,173,C,3,C,62,C,2,C,177,C,5,C,144,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 01:00,2,C,192,C,10046,C,10233,C,10143,C,169,C,257,C,93,C,405,C,76,C,250,C,531,C,374,C,460,C,351,C,621,C,460,C,426,C,89,C,257,C,5,C,75,C,6,C,162,C,1,C,153,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 02:00,2,C,197,C,10042,C,10234,C,10141,C,182,C,276,C,90,C,391,C,62,C,250,C,531,C,374,C,455,C,340,C,610,C,455,C,419,C,90,C,287,C,5,C,73,C,5,C,159,C,1,C,157,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 03:00,2,C,201,C,10046,C,10234,C,10142,C,172,C,257,C,80,C,409,C,80,C,261,C,520,C,374,C,451,C,340,C,608,C,451,C,414,C,90,C,334,C,5,C,75,C,1,C,168,C,2,C,145,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 04:00,1,C,206,C,10044,C,10236,C,10142,C,184,C,248,C,101,C,402,C,64,C,250,C,520,C,372,C,445,C,331,C,590,C,445,C,406,C,91,C,344,C,7,C,71,C,1,C,170,C,2,C,161,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 05:00,1,C,211,C,10045,C,10241,C,10145,C,186,C,175,C,131,C,402,C,106,C,250,C,518,C,371,C,440,C,331,C,590,C,440,C,399,C,91,C,330,C,5,C,68,C,2,C,170,C,6,C,163,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 06:00,1,C,206,C,10050,C,10248,C,10150,C,198,C,189,C,94,C,409,C,110,C,261,C,511,C,374,C,445,C,340,C,579,C,445,C,404,C,94,C,342,C,4,C,57,C,6,C,152,C,2,C,150,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 07:00,2,C,179,C,10051,C,10254,C,10153,C,205,C,184,C,111,C,401,C,99,C,261,C,520,C,380,C,472,C,370,C,608,C,472,C,433,C,105,C,336,C,4,C,30,C,2,C,156,C,1,C,149,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 08:00,4,C,154,C,10059,C,10256,C,10154,C,194,C,190,C,104,C,400,C,111,C,261,C,531,C,380,C,499,C,390,C,630,C,499,C,465,C,116,C,303,C,5,C,18,C,2,C,190,C,6,C,162,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 09:00,7,C,133,C,10059,C,10256,C,10154,C,209,C,165,C,151,C,386,C,88,C,250,C,536,C,381,C,523,C,399,C,662,C,523,C,494,C,124,C,297,C,7,C,11,C,2,C,203,C,6,C,175,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 10:00,11,C,119,C,10054,C,10255,C,10154,C,227,C,160,C,139,C,400,C,74,C,250,C,536,C,381,C,542,C,410,C,698,C,542,C,517,C,130,C,287,C,3,C,9,C,2,C,208,C,6,C,169,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 11:00,15,C,107,C,10047,C,10254,C,10152,C,218,C,141,C,120,C,419,C,102,C,241,C,540,C,382,C,558,C,421,C,716,C,558,C,536,C,130,C,278,C,6,C,16,C,2,C,209,C,6,C,166,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 12:00,19,C,98,C,10048,C,10247,C,10149,C,257,C,127,C,118,C,403,C,95,C,241,C,550,C,384,C,571,C,430,C,730,C,571,C,551,C,134,C,271,C,8,C,14,C,2,C,231,C,6,C,151,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 13:00,23,C,94,C,10043,C,10244,C,10146,C,263,C,113,C,120,C,404,C,99,C,241,C,540,C,384,C,579,C,430,C,739,C,579,C,561,C,137,C,172,C,1,C,9,C,2,C,241,C,6,C,151,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 14:00,25,C,92,C,10044,C,10238,C,10143,C,274,C,99,C,113,C,414,C,101,C,230,C,540,C,383,C,582,C,430,C,750,C,582,C,565,C,139,C,95,C,3,C,2,C,2,C,278,C,5,C,139,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 15:00,25,C,93,C,10044,C,10234,C,10139,C,261,C,87,C,106,C,417,C,128,C,241,C,540,C,382,C,581,C,430,C,750,C,581,C,563,C,140,C,175,C,1,C,0,C,2,C,283,C,6,C,170,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 16:00,24,C,99,C,10046,C,10230,C,10138,C,235,C,88,C,118,C,424,C,136,C,241,C,540,C,380,C,576,C,421,C,752,C,575,C,556,C,138,C,45,C,7,C,5,C,2,C,301,C,5,C,128,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 17:00,21,C,107,C,10047,C,10230,C,10139,C,225,C,102,C,127,C,433,C,113,C,241,C,540,C,376,C,564,C,421,C,739,C,563,C,541,C,134,C,51,C,12,C,0,C,2,C,326,C,3,C,135,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 18:00,16,C,121,C,10053,C,10227,C,10140,C,194,C,130,C,91,C,438,C,146,C,230,C,531,C,372,C,545,C,410,C,720,C,545,C,519,C,126,C,57,C,15,C,2,C,2,C,311,C,3,C,139,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 19:00,11,C,138,C,10052,C,10225,C,10141,C,190,C,132,C,123,C,439,C,116,C,230,C,520,C,370,C,523,C,399,C,680,C,523,C,494,C,111,C,72,C,17,C,7,C,2,C,284,C,3,C,134,C
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,200.6,41.995,-87.93361,20100419 20:00,9,C,150,C,10054,C,10229,C,10144,C,168,C,193,C,103,C,437,C,99,C,230,C,520,C,371,C,508,C,390,C,662,C,508,C,477,C,106,C,73,C,16,C,16,C,2,C,240,C,5,C,147,C
